"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"17","288.8082161548335","264.38119910469675","0.0030517578125","0.004638671875","0.00146484375","2584","0.0002604885706423407","32","0.0002604885706423407","0","0.0002604885706423407","0.0002604885706423407","7:0.0017585738430098696;27:0.0015263105846965996","7:88;27:88","7:0.002486427414284814;27:0.0017775960832883964","0.0030517578125","0.00146484375","Yes"
"18","304.4754700305959","423.202654680001","0.0020751953125","0.00341796875","0.000732421875","2584","0.0002492508847653212","32","0.0002492508847653212","0","0.0002492508847653212","0.0002492508847653212","11:0.001321408958456144;31:0.1319252535034008","11:88;31:88","11:0.0009637153603017923","0.0020751953125","0.0029296875","Yes"
"19","274.3806474594611","387.3979517966344","0.0048828125","0.0068359375","0.0029296875","2584","0.00024567720833227014","32","0.00024567720833227014","0","0.00024567720833227014","0.00024567720833227014","35:0.0009166199059059132;15:0.0009140865268406351","35:88;15:88","35:0.0011443469595564526;15:0.0009837804776495207","0.0048828125","0.00537109375","Yes"
"20","364.2136621876414","554.2071521628616","0.002685546875","0.0048828125","0.00048828125","2584","0.00023929703699099002","32","0.00023929703699099002","0","0.00023929703699099002","0.00023929703699099002","21:0.002719397255031314","21:88","21:0.0022097825855797726","0.002685546875","0.001708984375","Yes"
"21","304.2883630257462","360.15357930483543","0.005615234375","0.008056640625","0.003173828125","2584","0.00014865476108960753","32","0.00014865476108960753","0","0.00014865476108960753","0.00014865476108960753","36:0.00910313290572451;20:0.002719397255031314;22:0.0014128769471611624","36:88;20:88;22:88","36:0.008690179526709557;20:0.0022097825855797726;22:0.0010951405225117228","0.005615234375","0.0107421875","Yes"
"22","249.49686391760287","325.8523074825759","0.003662109375","0.006103515625","0.001220703125","2584","0.00011504812757637104","32","0.00011504812757637104","0","0.00011504812757637104","0.00011504812757637104","23:0.00094361962238107;21:0.0014128769471611624","23:88;21:88","23:0.0016941226089308148;21:0.0010951405225117228","0.003662109375","0.003662109375","Yes"
"23","358.7941237550845","292.81448139952596","0.032470703125","0.050537109375","0.014404296875","2584","0.00021328284363918216","32","0.00021328284363918216","0","0.00021328284363918216","0.00021328284363918216","22:0.00094361962238107;24:0.0013102988184606479;16:0.0009918287321673547","22:88;24:88;16:88","22:0.0016941226089308148;24:0.0014433672405470832;16:0.0018416523035524601","0.032470703125","0.009033203125","Yes"
"24","227.2106549343215","314.95316866738864","0.0025634765625","0.00390625","0.001220703125","2584","0.00022206667671691662","32","0.00022206667671691662","0","0.00022206667671691662","0.00022206667671691662","23:0.0013102988184606479;25:0.005100981225099943","23:88;25:88","23:0.0014433672405470832;25:0.002822772670547563","0.0025634765625","0.002685546875","Yes"
"25","304.48081492414343","356.99201153775743","0.006103515625","0.006591796875","0.005615234375","2584","0.00048199885508219","32","0.00048199885508219","0","0.00048199885508219","0.00048199885508219","24:0.005100981225099943;26:0.03935799723117561;37:0.006149254677749155","24:88;26:88;37:88","24:0.002822772670547563;26:0.057885589044131824;37:0.004176105229721533","0.006103515625","0.0146484375","Yes"
"26","259.9212142244155","324.855667760748","0.0023193359375","0.00390625","0.000732421875","2584","0.00030424760057239867","32","0.00030424760057239867","0","0.00030424760057239867","0.00030424760057239867","25:0.03935799723117561;27:0.001115297324889769","25:88;27:88","25:0.057885589044131824;27:0.0011183213388516744","0.0023193359375","0.002685546875","Yes"
