"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"43","363.70496494850164","482.20545419613217","0.004638671875","0.004638671875","0.004638671875","2584","0.0005449160396116408","32","0.0005449160396116408","0","0.0005449160396116408","0.0005449160396116408","42:0.0021832455376314397;56:0.006686831303929913;44:0.0011759142937340927","42:88;56:88;44:88","42:0.0013151093271708547;56:0.013772790574348548;44:0.0008144649785258862","0.004638671875","0.00244140625","Yes"
"44","264.0024033215217","381.63765121490786","0.007568359375","0.0126953125","0.00341796875","2584","0.00037279963977709387","32","0.00037279963977709387","0","0.00037279963977709387","0.00037279963977709387","45:0.0011324079243766327;43:0.0011759142937340927","45:88;43:88","45:0.0012896309166663122;43:0.0008144649785258862","0.007568359375","0.002685546875","Yes"
"45","373.49079213229066","420.1983501674262","0.004150390625","0.002685546875","0.005615234375","2584","0.0002083404621187302","32","0.0002083404621187302","0","0.0002083404621187302","0.0002083404621187302","44:0.0011324079243766327;46:0.023699344488902735;37:0.002558847409719983","44:88;46:88;37:88","44:0.0012896309166663122;46:0.010081701960138995;37:0.0015489651867853782","0.004150390625","0.005126953125","Yes"
"46","315.1197292208289","422.72675515200183","0.003173828125","0.00439453125","0.001953125","2584","0.00017642381569778432","32","0.00017642381569778432","0","0.00017642381569778432","0.00017642381569778432","45:0.023699344488902735;47:0.0010663475748664275","45:88;47:88","45:0.010081701960138995;47:0.0014968685432165396","0.003173828125","0.001708984375","Yes"
"47","326.99289189228904","347.5598895370367","0.0028076171875","0.004150390625","0.00146484375","2584","0.00023649114915824773","32","0.00023649114915824773","0","0.00023649114915824773","0.00023649114915824773","48:0.002383965192859161;57:0.002773506869559156;46:0.0010663475748664275","48:88;57:88;46:88","48:0.0019055295611553336;57:0.0023394723728515365;46:0.0014968685432165396","0.0028076171875","0.002197265625","Yes"
"48","319.1490068659363","227.94233381963727","0.0042724609375","0.006103515625","0.00244140625","2584","0.00015898552212739787","32","0.00015898552212739787","0","0.00015898552212739787","0.00015898552212739787","47:0.002383965192859161;49:0.0015654008415516285","47:88;49:88","47:0.0019055295611553336;49:0.0017191639735768538","0.0042724609375","0.002197265625","Yes"
"49","307.61846399235526","231.8076104623028","0.0037841796875","0.0048828125","0.002685546875","2584","0.00015438245335304968","32","0.00015438245335304968","0","0.00015438245335304968","0.00015438245335304968","48:0.0015654008415516285;50:0.0029837283445652008;38:0.0020785236272985452","48:88;50:88;38:88","48:0.0017191639735768538;50:0.002101529308496608;38:0.0016109855111233473","0.0037841796875","0.0029296875","Yes"
"50","115.75302255151948","139.92868913760796","0.0032958984375","0.005126953125","0.00146484375","2584","0.00008163408672447363","32","0.00008163408672447363","0","0.00008163408672447363","0.00008163408672447363","49:0.0029837283445652008;51:0.002514014053116853","49:88;51:88","49:0.002101529308496608;51:0.0010100058942778545","0.0032958984375","0.001708984375","Yes"
"51","262.1701385991368","216.3502041878105","0.002685546875","0.00244140625","0.0029296875","2584","0.00016446611986176685","32","0.00016446611986176685","0","0.00016446611986176685","0.00016446611986176685","50:0.002514014053116853;52:0.016954281947137412;58:0.003971640557760586","50:88;52:88;58:88","50:0.0010100058942778545;52:0.013866579560735864;58:0.0024952336126294328","0.002685546875","0.00244140625","Yes"
"52","239.4257570821645","337.1336766316361","0.0045166015625","0.008544921875","0.00048828125","2584","0.0004303948072579887","32","0.0004303948072579887","0","0.0004303948072579887","0.0004303948072579887","51:0.016954281947137412;53:0.004071485811452308","51:88;53:88","51:0.013866579560735864","0.0045166015625","0.00341796875","Yes"
"53","235.59785990718746","302.32020539206695","0.0052490234375","0.008056640625","0.00244140625","2584","0.00021654037077954605","32","0.00021654037077954605","0","0.00021654037077954605","0.00021654037077954605","39:0.0011298727328402647;52:0.004071485811452308;54:0.0011741179360683918","39:88;52:88;54:88","39:0.0012467707772990388;54:0.0013834441359785454","0.0052490234375","0.005859375","Yes"
"54","297.1338920963891","443.9097772280359","0.00244140625","0.003662109375","0.001220703125","2584","0.0014229631064801938","32","0.0014229631064801938","0","0.0014229631064801938","0.0014229631064801938","53:0.0011741179360683918;55:0.0027331201117753445","53:88;55:88","53:0.0013834441359785454;55:0.0015552534441215515","0.00244140625","0.0048828125","Yes"
"55","190.554041748094","256.80396063462524","0.0042724609375","0.006103515625","0.00244140625","2584","0.00022579493267103036","32","0.00022579493267103036","0","0.00022579493267103036","0.00022579493267103036","59:0.001550872623538424;54:0.0027331201117753445","59:88;54:88","59:0.00127112586347361;54:0.0015552534441215515","0.0042724609375","0.00244140625","Yes"
"56","323.6150911029119","467.8732092673434","0.0174560546875","0.02587890625","0.009033203125","2584","0.0002861068264641027","32","0.0002861068264641027","0","0.0002861068264641027","0.0002861068264641027","43:0.006686831303929913","63:88;43:88","43:0.013772790574348548","0.0174560546875","0.00537109375","Yes"
"57","99.41437288634768","149.06919798907438","0.00634765625","0.011962890625","0.000732421875","2584","0.0003822309791654946","32","0.0003822309791654946","0","0.0003822309791654946","0.0003822309791654946","47:0.002773506869559156;67:0.001594800229962029","47:88;67:88","47:0.0023394723728515365;67:0.0021849962091273767","0.00634765625","0.007568359375","Yes"
"58","309.04492569611546","282.60707514798963","0.0028076171875","0.00341796875","0.002197265625","2584","0.00023537033874720492","32","0.00023537033874720492","0","0.00023537033874720492","0.00023537033874720492","71:0.0013209476475375126;51:0.003971640557760586","71:88;51:88","71:0.0009943877324113115;51:0.0024952336126294328","0.0028076171875","0.00244140625","Yes"
"59","120.69748508195752","151.0688174170471","0.001708984375","0.0029296875","0.00048828125","2584","0.0004524505652153205","32","0.0004524505652153205","0","0.0004524505652153205","0.0004524505652153205","55:0.001550872623538424;75:0.0022779355743158813","55:88;75:88","55:0.00127112586347361;75:0.0018776375420339886","0.001708984375","0.0009765625","Yes"
"60","312.89337003959434","468.22611465873223","0.0015869140625","0.0029296875","0.000244140625","2584","0.00011142692729195168","32","0.00011142692729195168","0","0.00011142692729195168","0.00011142692729195168","61:0.003280601170224856","61:88","61:0.0030475264561162785","0.0015869140625","0.001220703125","Yes"
"61","303.19055467109837","331.5005713415498","0.0028076171875","0.0029296875","0.00146484375","2584","0.00019704405276548052","32","0.00019704405276548052","0","0.00019704405276548052","0.00019704405276548052","76:0.002360266080314255;60:0.003280601170224856;62:0.0030913919466014073","76:88;60:88;62:88","76:0.002363615691304166;60:0.0030475264561162785;62:0.0031294408507507865","0.0028076171875","0.0068359375","Yes"
"62","254.5793871646498","348.7375080956021","0.0029296875","0.003173828125","0.002685546875","2584","0.00011926642046902794","32","0.00011926642046902794","0","0.00011926642046902794","0.00011926642046902794","61:0.0030913919466014073;63:0.0009928449609861167","61:88;63:88","61:0.0031294408507507865;63:0.0011986634887338754","0.0029296875","0.003662109375","Yes"
"63","259.02646248832355","393.23861094280994","0.004150390625","0.005615234375","0.002685546875","2584","0.00013409595174576367","32","0.00013409595174576367","0","0.00013409595174576367","0.00013409595174576367","62:0.0009928449609861167;64:0.0009280982786539493","56:88;62:88;64:88","62:0.0011986634887338754;64:0.0018480834007609803","0.004150390625","0.00390625","Yes"
"64","130.9005768948018","181.98688622846404","0.004150390625","0.007080078125","0.001220703125","2584","0.00013463897767329561","32","0.00013463897767329561","0","0.00013463897767329561","0.00013463897767329561","65:0.0016015370114852434;63:0.0009280982786539493","65:88;63:88","65:0.0018808599850781427;63:0.0018480834007609803","0.004150390625","0.00146484375","Yes"
"65","202.9462991727818","240.0646424587193","0.002685546875","0.00439453125","0.0009765625","2584","0.00045965681235457973","32","0.00045965681235457973","0","0.00045965681235457973","0.00045965681235457973","64:0.0016015370114852434;66:0.0018912226608393812;77:0.0020238144425574756","64:88;66:88;77:88","64:0.0018808599850781427;66:0.0019190822864408597;77:0.002093700052993197","0.002685546875","0.00439453125","Yes"
"66","271.84439382706614","278.4092793735376","0.0023193359375","0.003173828125","0.00146484375","2584","0.0002331320375241373","32","0.0002331320375241373","0","0.0002331320375241373","0.0002331320375241373","65:0.0018912226608393812;67:0.001146927907444778","65:88;67:88","65:0.0019190822864408597;67:0.0010587279982066378","0.0023193359375","0.001953125","Yes"
"67","184.128053964046","201.74044768278526","0.0037841796875","0.00244140625","0.005126953125","2584","0.00023322719576243049","32","0.00023322719576243049","0","0.00023322719576243049","0.00023322719576243049","68:0.0022333816052707567;57:0.001594800229962029;66:0.001146927907444778","68:88;57:88;66:88","68:0.0015324705725283383;57:0.0021849962091273767;66:0.0010587279982066378","0.0037841796875","0.002197265625","Yes"
"68","290.393351419264","181.57186916037506","0.001220703125","0.001708984375","0.000732421875","2584","0.0003214734360166475","32","0.0003214734360166475","0","0.0003214734360166475","0.0003214734360166475","67:0.0022333816052707567;69:0.0020217740691788055","67:88;69:88","67:0.0015324705725283383;69:0.005439301305661864","0.001220703125","0.002685546875","Yes"
"69","272.4141944112032","175.49550138652498","0.0062255859375","0.00537109375","0.007080078125","2584","0.00027435682753894076","32","0.00027435682753894076","0","0.00027435682753894076","0.00027435682753894076","78:0.0016043705774193007;68:0.0020217740691788055;70:0.0019563610398562192","78:88;68:88;70:88","78:0.0016662338336134452;68:0.005439301305661864;70:0.0019246457403687411","0.0062255859375","0.00390625","Yes"
"70","97.33303404106158","93.32739707087333","0.004150390625","0.0078125","0.00048828125","2584","0.0003327438147760111","32","0.0003327438147760111","0","0.0003327438147760111","0.0003327438147760111","69:0.0019563610398562192;71:0.003692754447361224","69:88;71:88","69:0.0019246457403687411;71:0.0022558213305155506","0.004150390625","0.002197265625","Yes"
"71","331.0033301238198","188.445552005923","0.0035400390625","0.004150390625","0.0029296875","2584","0.00022822492158598156","32","0.00022822492158598156","0","0.00022822492158598156","0.00022822492158598156","72:0.0016121082904232142;58:0.0013209476475375126;70:0.003692754447361224","72:88;58:88;70:88","72:0.0016663502550791631;58:0.0009943877324113115;70:0.0022558213305155506","0.0035400390625","0.00634765625","Yes"
"72","313.0374537972356","511.78073120661","0.00341796875","0.005126953125","0.001708984375","2584","0.0001592687444510538","32","0.0001592687444510538","0","0.0001592687444510538","0.0001592687444510538","73:0.0016437610069720276;71:0.0016121082904232142","73:88;71:88","73:0.0012506887269932154;71:0.0016663502550791631","0.00341796875","0.00146484375","Yes"
"73","312.7766179852374","316.63567105966877","0.0032958984375","0.0029296875","0.003662109375","2584","0.0001570174852892576","32","0.0001570174852892576","0","0.0001570174852892576","0.0001570174852892576","72:0.0016437610069720276;74:0.0012608553182573146;79:0.0013737475635794416","72:88;74:88;79:88","72:0.0012506887269932154;74:0.0011091862549217901;79:0.0020455361602685906","0.0032958984375","0.0029296875","Yes"
"74","160.5141126724738","235.91164499693477","0.0032958984375","0.005615234375","0.0009765625","2584","0.00009272913126792661","32","0.00009272913126792661","0","0.00009272913126792661","0.00009272913126792661","73:0.0012608553182573146;75:0.0012163028813821641","73:88;75:88","73:0.0011091862549217901;75:0.0019471608219858438","0.0032958984375","0.00244140625","Yes"
"75","368.13345373917224","511.5294500694712","0.0048828125","0.007568359375","0.002197265625","2584","0.0003223731286784678","32","0.0003223731286784678","0","0.0003223731286784678","0.0003223731286784678","59:0.0022779355743158813;74:0.0012163028813821641","59:88;74:88","59:0.0018776375420339886;74:0.0019471608219858438","0.0048828125","0.002685546875","Yes"
"76","279.69884895087176","388.9788503134531","0.0137939453125","0.0244140625","0.003173828125","2584","0.00014689523734990768","32","0.00014689523734990768","0","0.00014689523734990768","0.00014689523734990768","81:0.0009020789208607771;61:0.002360266080314255","81:88;61:88","81:0.0009530593247261132;61:0.002363615691304166","0.0137939453125","0.003662109375","Yes"
"77","116.1524925813029","152.5657496169116","0.00146484375","0.002197265625","0.000732421875","2584","0.00015572292418748764","32","0.00015572292418748764","0","0.00015572292418748764","0.00015572292418748764","85:0.0035648503239940343;65:0.0020238144425574756","85:88;65:88","85:0.002085482840184172;65:0.002093700052993197","0.00146484375","0.0009765625","Yes"
"78","304.0625701023245","214.81958699623996","0.001708984375","0.00146484375","0.0009765625","2584","0.00015289943247145574","32","0.00015289943247145574","0","0.00015289943247145574","0.00015289943247145574","69:0.0016043705774193007;89:0.001996130530168644","69:88;89:88","69:0.0016662338336134452;89:0.0016862147913588865","0.001708984375","0.00146484375","Yes"
"79","328.4447865204293","392.9792907217392","0.00146484375","0.001953125","0.0009765625","2584","0.00023145762665737748","32","0.00023145762665737748","0","0.00023145762665737748","0.00023145762665737748","93:0.0015900202540849173;73:0.0013737475635794416","93:88;73:88","93:0.0019956664185026285;73:0.0020455361602685906","0.00146484375","0.001953125","Yes"
"80","292.64283716892396","458.6616215310702","0.00341796875","0.00537109375","0.00146484375","2584","0.00010723547778247047","32","0.00010723547778247047","0","0.00010723547778247047","0.00010723547778247047","81:0.0008819894263355221","81:88","81:0.0009312253989856301","0.00341796875","0.00146484375","Yes"
"81","180.15020494479674","259.1187154190763","0.00244140625","0.002685546875","0.002197265625","2584","0.00012019564218772537","32","0.00012019564218772537","0","0.00012019564218772537","0.00012019564218772537","80:0.0008819894263355221;82:0.0010891789471351165;76:0.0009020789208607771","80:88;82:88;76:88","80:0.0009312253989856301;82:0.0015144935973025742;76:0.0009530593247261132","0.00244140625","0.002685546875","Yes"
