"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"84","195.91288838363792","189.05534420847476","0.0081787109375","0.015869140625","0.00048828125","2584","0.00038514019333256146","36","0.00038514019333256146","0","0.00038514019333256146","0.00038514019333256146","83:0.003515686267218182;85:0.0038935177780557717","83:68;85:68","83:0.0027072414444038184;85:0.0026273626411457696","0.0081787109375","Yes"
"85","159.7737722563125","102.48127800086307","0.00732421875","0.014404296875","0.000244140625","2584","0.00021135555764114467","36","0.00021135555764114467","0","0.00021135555764114467","0.00021135555764114467","77:0.0033937514683985703;86:0.002583396320110065;84:0.0038935177780557717","77:68;86:68;84:68","77:0.0047824869324658015;86:0.013897064939292825;84:0.0026273626411457696","0.00732421875","Yes"
"86","302.84733993246965","62.83814377498417","0.0174560546875","0.03125","0.003662109375","2584","0.00035383760978518146","36","0.00035383760978518146","0","0.00035383760978518146","0.00035383760978518146","85:0.002583396320110065;87:0.0018770997630105923","85:68;87:68","85:0.013897064939292825;87:0.0075338400409847295","0.0174560546875","Yes"
"87","198.85955987463444","124.19236040176541","0.0062255859375","0.01025390625","0.002197265625","2584","0.0005296289980938415","36","0.0005296289980938415","0","0.0005296289980938415","0.0005296289980938415","86:0.0018770997630105923;88:0.0017531293927357527;97:0.0020776101905294886","86:68;88:68;97:68","86:0.0075338400409847295;88:0.0016633265868636893;97:0.002129731318221889","0.0062255859375","Yes"
"88","204.4859501861231","153.39472755117652","0.0216064453125","0.028076171875","0.01513671875","2584","0.00030912176773801025","36","0.00030912176773801025","0","0.00030912176773801025","0.00030912176773801025","87:0.0017531293927357527;89:0.001175995594482393","87:68;89:68","87:0.0016633265868636893;89:0.0018205856115287855","0.0216064453125","Yes"
"89","378.1663882803445","322.08646128578755","0.031005859375","0.058837890625","0.003173828125","2584","0.00019187190409565138","36","0.00019187190409565138","0","0.00019187190409565138","0.00019187190409565138","90:0.004889384793071994;88:0.001175995594482393;78:0.0017239498784575868","90:68;88:68;78:68","90:0.0035804963031130788;88:0.0018205856115287855;78:0.001916381754783647","0.031005859375","Yes"
"90","67.36074026792753","81.8431887747042","0.0252685546875","0.040283203125","0.01025390625","2584","0.0008710327453076402","36","0.0008710327453076402","0","0.0008710327453076402","0.0008710327453076402","89:0.004889384793071994;91:0.004844198386816434","89:68;91:80","89:0.0035804963031130788;91:0.003635197409842389","0.0252685546875","Yes"
"91","129.124973109001","242.70967444522256","0.042236328125","0.0830078125","0.00146484375","2584","0.00047342258057275316","36","0.00047342258057275316","0","0.00047342258057275316","0.00047342258057275316","98:0.001651771188056872;90:0.004844198386816434;92:0.002476442170652543","98:68;90:80;92:68","98:0.0016227819923501086;90:0.003635197409842389;92:0.002210864712140048","0.042236328125","Yes"
"92","248.04955994354387","248.727958501279","0.00537109375","0.00927734375","0.00146484375","2584","0.00033905418218741585","36","0.00033905418218741585","0","0.00033905418218741585","0.00033905418218741585","91:0.002476442170652543;93:0.0036364864825985943","91:68;93:68","91:0.002210864712140048;93:0.0022538675768621064","0.00537109375","Yes"
"93","288.6268717417407","224.23981321603327","0.0087890625","0.014892578125","0.002685546875","2584","0.00021576423270137023","36","0.00021576423270137023","0","0.00021576423270137023","0.00021576423270137023","94:0.0016382525513053414;79:0.002290118414739445;92:0.0036364864825985943","94:68;79:68;92:68","94:0.001988323105505202;79:0.002163682958954888;92:0.0022538675768621064","0.0087890625","Yes"
"94","316.6682773500546","259.2654999884921","0.00537109375","0.007080078125","0.003662109375","2584","0.000174177130144256","36","0.000174177130144256","0","0.000174177130144256","0.000174177130144256","93:0.0016382525513053414;95:0.0016145574563641019","93:68;95:68","93:0.001988323105505202;95:0.0017638543659551087","0.00537109375","Yes"
"95","326.8943855744356","387.09455140957755","0.0093994140625","0.00830078125","0.006591796875","2584","0.00039812644639428965","36","0.00039812644639428965","0","0.00039812644639428965","0.00039812644639428965","99:0.0017631937550016685;94:0.0016145574563641019","99:68;94:68","99:0.0017856535942828156;94:0.0017638543659551087","0.0093994140625","Yes"
"96","161.26922242238902","26.987320725826024","0.02197265625","0.037353515625","0.006591796875","2584","0.0004102261344529767","36","0.0004102261344529767","0","0.0004102261344529767","0.0004102261344529767","83:0.006414904408235889;103:0.002830350283600014","83:68;103:68","83:0.005675879534858819;103:0.0025358666713287403","0.02197265625","Yes"
"97","277.5948768082257","72.97529613878612","0.011962890625","0.0224609375","0.00146484375","2584","0.0002960935006892024","36","0.0002960935006892024","0","0.0002960935006892024","0.0002960935006892024","87:0.0020776101905294886;107:0.0020547266795402086","87:68;107:68","87:0.002129731318221889;107:0.002138240119776147","0.011962890625","Yes"
"98","289.0169820683519","62.066286917933965","0.009521484375","0.01806640625","0.0009765625","2584","0.0002571855003318233","36","0.0002571855003318233","0","0.0002571855003318233","0.0002571855003318233","91:0.001651771188056872;111:0.001407804278105107","91:68;111:68","91:0.0016227819923501086;111:0.0012516106917852265","0.009521484375","Yes"
"99","146.1464779809763","35.77773650429661","0.0147705078125","0.02734375","0.002197265625","2584","0.000330839922919449","36","0.000330839922919449","0","0.000330839922919449","0.000330839922919449","115:0.002478088933752426;95:0.0017631937550016685","115:68;95:68","115:0.0015335825192946684;95:0.0017856535942828156","0.0147705078125","Yes"
"100","118.99556058211057","155.74321704884747","0.0224609375","0.044189453125","0.000732421875","2584","0.0004439633289686177","36","0.0004439633289686177","0","0.0004439633289686177","0.0004439633289686177","101:0.00287092349959861","101:68","101:0.0022054805963845625","0.0224609375","Yes"
"101","175.747469448793","83.09814011597787","0.01025390625","0.019287109375","0.001220703125","2584","0.00017406403865855203","36","0.00017406403865855203","0","0.00017406403865855203","0.00017406403865855203","100:0.00287092349959861;116:0.002969356927030098;102:0.003365845302378906","100:68;116:68;102:68","100:0.0022054805963845625;116:0.002651029838866392;102:0.008290416468942435","0.01025390625","Yes"
"102","63.306723600188306","50.329525311050105","0.0091552734375","0.017333984375","0.0009765625","2584","0.0005451589866867306","36","0.0005451589866867306","0","0.0005451589866867306","0.0005451589866867306","101:0.003365845302378906;103:0.004215615861702021","101:68;103:68","101:0.008290416468942435;103:0.0060151571745483134","0.0091552734375","Yes"
"103","128.78955327987865","51.75020511942623","0.011962890625","0.022705078125","0.001220703125","2584","0.000409585129583256","36","0.000409585129583256","0","0.000409585129583256","0.000409585129583256","104:0.005019031160603621;96:0.002830350283600014;102:0.004215615861702021","104:68;96:68;102:68","104:0.007944466804615996;96:0.0025358666713287403;102:0.0060151571745483134","0.011962890625","Yes"
"104","343.8882613325642","194.57255224446556","0.0067138671875","0.009033203125","0.00439453125","2584","0.0003108400076885223","36","0.0003108400076885223","0","0.0003108400076885223","0.0003108400076885223","103:0.005019031160603621;105:0.0015067950288121246","103:68;105:68","103:0.007944466804615996;105:0.0014254262532377993","0.0067138671875","Yes"
"105","103.0274769530192","96.10508878568211","0.015869140625","0.02978515625","0.001953125","2584","0.0002814805503894363","36","0.0002814805503894363","0","0.0002814805503894363","0.0002814805503894363","104:0.0015067950288121246;106:0.0017789895062240157;117:0.0034771335916399804","104:68;106:68;117:68","104:0.0014254262532377993;106:0.0027951306642929608;117:0.003186008829040188","0.015869140625","Yes"
"106","302.69222313571447","171.0112050804069","0.01171875","0.013427734375","0.010009765625","2584","0.00026965759592161167","36","0.00026965759592161167","0","0.00026965759592161167","0.00026965759592161167","107:0.0024119123823843347;105:0.0017789895062240157","107:68;105:68","107:0.002500285835237037;105:0.0027951306642929608","0.01171875","Yes"
"107","192.6858925568647","189.30080857082856","0.0069580078125","0.01123046875","0.002685546875","2584","0.0005743502097322133","36","0.0005743502097322133","0","0.0005743502097322133","0.0005743502097322133","106:0.0024119123823843347;108:0.002747476903511875;97:0.0020547266795402086","106:68;108:68;97:68","106:0.002500285835237037;108:0.002518176443343928;97:0.002138240119776147","0.0069580078125","Yes"
"108","26.852237121744025","35.344103154393416","0.015380859375","0.024658203125","0.006103515625","2584","0.0011828330632248133","36","0.0011828330632248133","0","0.0011828330632248133","0.0011828330632248133","107:0.002747476903511875;109:0.0023506567195920314","107:68;109:68","107:0.002518176443343928;109:0.0023327266809833602","0.015380859375","Yes"
"109","307.60407545825785","45.414035192568726","0.016357421875","0.029541015625","0.003173828125","2584","0.00018717081661589582","36","0.00018717081661589582","0","0.00018717081661589582","0.00018717081661589582","108:0.0023506567195920314;110:0.0015588556894584882;118:0.0024453528306600525","108:68;110:68;118:68","108:0.0023327266809833602;110:0.0018218323797448699;118:0.004166581325076524","0.016357421875","Yes"
"110","316.3700476448184","319.54551325948404","0.010498046875","0.012939453125","0.008056640625","2584","0.00015669689092772963","36","0.00015669689092772963","0","0.00015669689092772963","0.00015669689092772963","109:0.0015588556894584882;111:0.0017138467679070901","109:68;111:68","109:0.0018218323797448699;111:0.0012872454479330997","0.010498046875","Yes"
"111","195.24687678289877","41.186203048918635","0.009521484375","0.013671875","0.00537109375","2584","0.00031742557336597604","36","0.00031742557336597604","0","0.00031742557336597604","0.00031742557336597604","112:0.0018173262506840648;110:0.0017138467679070901;98:0.001407804278105107","112:68;110:68;98:68","112:0.0016515945391984976;110:0.0012872454479330997;98:0.0012516106917852265","0.009521484375","Yes"
"112","189.14503050786587","173.06119471600638","0.008056640625","0.01025390625","0.00439453125","2584","0.0002452728191516113","36","0.0002452728191516113","0","0.0002452728191516113","0.0002452728191516113","111:0.0018173262506840648;113:0.0015704252416779418","111:68;113:68","111:0.0016515945391984976;113:0.0036870815617978947","0.008056640625","Yes"
"113","150.59100416378902","89.48945599617846","0.3302001953125","0.646240234375","0.01416015625","2584","","36","","0","","","112:0.0015704252416779418","119:68;112:68;114:68","112:0.0036870815617978947","0.3302001953125","Yes"
"114","189.80472423595856","258.53768356236014","0.004638671875","0.00634765625","0.0029296875","2584","0.0003151900727125625","36","0.0003151900727125625","0","0.0003151900727125625","0.0003151900727125625","115:0.00354431105245398","115:68;113:68","","0.004638671875","Yes"
"115","172.44063871885155","76.29443051342267","0.006591796875","0.010498046875","0.002685546875","2584","0.00015408596282381093","36","0.00015408596282381093","0","0.00015408596282381093","0.00015408596282381093","99:0.002478088933752426;114:0.00354431105245398","99:68;114:68","99:0.0015335825192946684","0.006591796875","Yes"
"116","77.68680915481615","82.4474254406247","0.0096435546875","0.01708984375","0.002197265625","2584","0.0008639066057135314","36","0.0008639066057135314","0","0.0008639066057135314","0.0008639066057135314","101:0.002969356927030098;121:0.0020831664819199736","101:68;121:68","101:0.002651029838866392;121:0.0028105770050136925","0.0096435546875","Yes"
"117","286.70789445597455","7.837758244732306","0.013671875","0.02197265625","0.00537109375","2584","0.0010297620256493943","36","0.0010297620256493943","0","0.0010297620256493943","0.0010297620256493943","105:0.0034771335916399804;125:0.0031007890642075486","105:68;125:68","105:0.003186008829040188;125:0.0025135158977046823","0.013671875","Yes"
"118","138.39642150025992","47.49608750296151","0.01318359375","0.024169921875","0.002197265625","2584","0.00025746533930893204","36","0.00025746533930893204","0","0.00025746533930893204","0.00025746533930893204","109:0.0024453528306600525;129:0.0015770847211192263","109:68;129:68","109:0.004166581325076524","0.01318359375","Yes"
"119","276.5914114950945","75.6274732378708","0.179931640625","0.352783203125","0.007080078125","2584","","36","","0","","","133:0.12614485270143455","113:68;133:68","","0.179931640625","Yes"
"120","145.76829695526507","61.67840228555261","0.0152587890625","0.02880859375","0.001708984375","2584","0.000313716784321743","36","0.000313716784321743","0","0.000313716784321743","0.000313716784321743","121:0.0018380616522171989","121:68","121:0.0019323561716886595","0.0152587890625","Yes"
"121","147.10323570909532","174.77257192070385","0.0357666015625","0.064697265625","0.0068359375","2584","0.00017922123392207317","36","0.00017922123392207317","0","0.00017922123392207317","0.00017922123392207317","120:0.0018380616522171989;122:0.004601795882562987;116:0.0020831664819199736","120:68;122:80;116:68","120:0.0019323561716886595;122:0.003382128569123538;116:0.0028105770050136925","0.0357666015625","Yes"
"122","209.8617096770107","20.34849136030022","0.006103515625","0.010009765625","0.002197265625","2584","0.000397928438579014","36","0.000397928438579014","0","0.000397928438579014","0.000397928438579014","121:0.004601795882562987;123:0.0027726016057993685","121:80;123:68","121:0.003382128569123538;123:0.002427772511130244","0.006103515625","Yes"
"123","203.77819741318802","96.80463571659286","0.015869140625","0.02978515625","0.001953125","2584","0.0003824760383128899","36","0.0003824760383128899","0","0.0003824760383128899","0.0003824760383128899","136:0.0021148829729348284;124:0.0019199103439378473;122:0.0027726016057993685","136:68;124:68;122:68","136:0.0037549898578671526;124:0.0023853854289087595;122:0.002427772511130244","0.015869140625","Yes"
"124","159.21445459153736","113.7768194063951","0.0107421875","0.019775390625","0.001708984375","2584","0.000573228096405779","36","0.000573228096405779","0","0.000573228096405779","0.000573228096405779","123:0.0019199103439378473;125:0.002478544821762768","123:68;125:68","123:0.0023853854289087595;125:0.00209243774817236","0.0107421875","Yes"
"125","172.55220503521767","53.56082650306285","0.0347900390625","0.06640625","0.003173828125","2584","0.0005419177677468417","36","0.0005419177677468417","0","0.0005419177677468417","0.0005419177677468417","117:0.0031007890642075486;124:0.002478544821762768;126:0.0024533102020366238","117:68;124:68;126:68","117:0.0025135158977046823;124:0.00209243774817236;126:0.0025937320971722855","0.0347900390625","Yes"
"126","180.48859619314814","28.085426926141118","0.0115966796875","0.022216796875","0.0009765625","2584","0.000513600735139556","36","0.000513600735139556","0","0.000513600735139556","0.000513600735139556","127:0.0022067890771505505;125:0.0024533102020366238","127:68;125:68","127:0.0031686699835795362;125:0.0025937320971722855","0.0115966796875","Yes"
"127","160.24221410580574","19.178432908385624","0.038330078125","0.05810546875","0.0185546875","2584","0.0003273145788400014","36","0.0003273145788400014","0","0.0003273145788400014","0.0003273145788400014","126:0.0022067890771505505;128:0.0014734606580712462;137:0.002586135995229999","126:68;128:68;137:68","126:0.0031686699835795362;128:0.0016283989512016483;137:0.002593051240965788","0.038330078125","Yes"
"128","332.22381110812086","410.8500661887931","0.0047607421875","0.0078125","0.001708984375","2584","0.0004651526234874586","36","0.0004651526234874586","0","0.0004651526234874586","0.0004651526234874586","127:0.0014734606580712462;129:0.0021694462561213934","127:68;129:68","127:0.0016283989512016483;129:0.0019996064533722435","0.0047607421875","Yes"
"129","183.83689130679363","192.29531025581483","0.0059814453125","0.0234375","0.00048828125","2584","0.00022220373729668318","36","0.00022220373729668318","0","0.00022220373729668318","0.00022220373729668318","128:0.0021694462561213934;118:0.0015770847211192263","130:68;128:68;118:68","128:0.0019996064533722435","0.0059814453125","Yes"
"130","322.9729925580698","16.288825214895343","0.49658203125","0.550048828125","0.443115234375","2584","","36","","0","","","","129:68;131:68","","0.49658203125","Yes"
"131","121.57961245627678","81.7544715202148","0.0172119140625","0.033203125","0.001220703125","2584","0.00020566605224324184","36","0.00020566605224324184","0","0.00020566605224324184","0.00020566605224324184","138:0.002089607527373971;132:0.0019500232343452328","138:68;130:68;132:68","138:0.0021532934819428473;132:0.0018345671057356794","0.0172119140625","Yes"
"132","233.9356483639366","79.49484520973799","0.0062255859375","0.011474609375","0.0009765625","2584","0.0014120457156669177","36","0.0014120457156669177","0","0.0014120457156669177","0.0014120457156669177","133:0.0022078941941368058;131:0.0019500232343452328","133:68;131:68","133:0.0013906568350545434;131:0.0018345671057356794","0.0062255859375","Yes"
"133","333.737857898477","219.07425604222334","0.0076904296875","0.01318359375","0.002197265625","2584","0.000381844788973073","36","0.000381844788973073","0","0.000381844788973073","0.000381844788973073","132:0.0022078941941368058;134:0.003920951893028518;119:0.12614485270143455","132:68;134:80;119:68","132:0.0013906568350545434;134:0.0021163509727252228","0.0076904296875","Yes"
"134","356.6478348862863","161.76954644658775","0.004638671875","0.008056640625","0.001220703125","2584","0.00016306137922876093","36","0.00016306137922876093","0","0.00016306137922876093","0.00016306137922876093","133:0.003920951893028518;135:0.0036175528303424853","133:80;135:68","133:0.0021163509727252228;135:0.0017562931901228263","0.004638671875","Yes"
"135","364.1243883720551","94.04411632115553","0.0743408203125","0.0498046875","0.098876953125","2584","0.00010024989292041688","36","0.00010024989292041688","0","0.00010024989292041688","0.00010024989292041688","134:0.0036175528303424853;139:0.0015383328332817525","134:68;139:68","134:0.0017562931901228263;139:0.001913618357072655","0.0743408203125","Yes"
"136","217.9634059621243","94.28601839934979","0.0086669921875","0.016845703125","0.00048828125","2584","0.0005746942315061359","36","0.0005746942315061359","0","0.0005746942315061359","0.0005746942315061359","123:0.0021148829729348284;143:0.0019787394810856507","123:68;143:68","123:0.0037549898578671526;143:0.0032021224660319925","0.0086669921875","Yes"
"137","189.6272176980409","90.05689509771891","0.0130615234375","0.024658203125","0.00146484375","2584","0.0006212499400181745","36","0.0006212499400181745","0","0.0006212499400181745","0.0006212499400181745","147:0.0025782438789867246;127:0.002586135995229999","147:68;127:68","147:0.002017504981246976;127:0.002593051240965788","0.0130615234375","Yes"
"138","293.34541451134015","177.07353345351862","0.0072021484375","0.0087890625","0.005615234375","2584","0.00023182579000734858","36","0.00023182579000734858","0","0.00023182579000734858","0.00023182579000734858","151:0.002943407358025174;131:0.002089607527373971","151:68;131:68","151:0.002682661981972173;131:0.0021532934819428473","0.0072021484375","Yes"
"139","198.90706832505788","253.32021278887746","0.005615234375","0.01025390625","0.0009765625","2584","0.00013958614615460513","36","0.00013958614615460513","0","0.00013958614615460513","0.00013958614615460513","155:0.002113802145618765;135:0.0015383328332817525","155:80;135:68","155:0.0017638600656933734;135:0.001913618357072655","0.005615234375","Yes"
"140","325.42999631431","52.0926929080845","0.0067138671875","0.010009765625","0.00341796875","2584","0.0007106930820280017","36","0.0007106930820280017","0","0.0007106930820280017","0.0007106930820280017","141:0.004896221086977126","141:68","141:0.003343272684300874","0.0067138671875","Yes"
"141","359.0920994133708","240.13763655252805","0.0850830078125","0.055419921875","0.11474609375","2584","0.00027873051372570036","36","0.00027873051372570036","0","0.00027873051372570036","0.00027873051372570036","140:0.004896221086977126;142:0.0022766185596016786","140:68;142:68","140:0.003343272684300874;142:0.002663049784241922","0.0850830078125","Yes"
"142","192.09016406656005","22.924126065727126","0.0423583984375","0.03466796875","0.050048828125","2584","0.00026051197483714785","36","0.00026051197483714785","0","0.00026051197483714785","0.00026051197483714785","143:0.001660737978030652;141:0.0022766185596016786","143:68;141:68","143:0.0019241393256397565;141:0.002663049784241922","0.0423583984375","Yes"
"143","165.96500696284428","9.835769283833317","0.0113525390625","0.01953125","0.003173828125","2584","0.000765254455665937","36","0.000765254455665937","0","0.000765254455665937","0.000765254455665937","142:0.001660737978030652;144:0.0022704867059021305;136:0.0019787394810856507","142:68;144:68;136:68","142:0.0019241393256397565;144:0.0024164186354054817;136:0.0032021224660319925","0.0113525390625","Yes"
"144","89.16251275265944","19.87938252408328","0.0103759765625","0.020263671875","0.00048828125","2584","0.0011905523740366492","36","0.0011905523740366492","0","0.0011905523740366492","0.0011905523740366492","145:0.006258714266143911;143:0.0022704867059021305","145:68;143:68","145:0.0038683548159997583;143:0.0024164186354054817","0.0103759765625","Yes"
"145","173.26484880420531","180.54259617240996","0.02197265625","0.041748046875","0.002197265625","2584","0.0008369712203831104","36","0.0008369712203831104","0","0.0008369712203831104","0.0008369712203831104","144:0.006258714266143911;146:0.002012812257219776","144:68;146:68","144:0.0038683548159997583;146:0.0017467432637223168","0.02197265625","Yes"
"146","158.26711772037004","62.27183727224596","0.0059814453125","0.0048828125","0.002197265625","2584","0.0002964034135937181","36","0.0002964034135937181","0","0.0002964034135937181","0.0002964034135937181","145:0.002012812257219776;147:0.0021740187954353285","145:68;147:68","145:0.0017467432637223168;147:0.0019025021741635728","0.0059814453125","Yes"
"147","299.2652405581193","79.7630021624488","0.00341796875","0.005615234375","0.001220703125","2584","0.00022755970207876295","36","0.00022755970207876295","0","0.00022755970207876295","0.00022755970207876295","148:0.0030679038593518226;137:0.0025782438789867246;146:0.0021740187954353285","148:68;137:68;146:68","148:0.0012531958506130092;137:0.002017504981246976;146:0.0019025021741635728","0.00341796875","Yes"
"148","281.7892377634928","186.78565487510392","0.004150390625","0.006591796875","0.001708984375","2584","0.00017787545288476666","36","0.00017787545288476666","0","0.00017787545288476666","0.00017787545288476666","147:0.0030679038593518226;149:0.002982806416187811","147:68;149:68","147:0.0012531958506130092;149:0.0013781181321446678","0.004150390625","Yes"
"149","132.25064888129086","106.34489910763469","0.01123046875","0.021240234375","0.001220703125","2584","0.000214832930613601","36","0.000214832930613601","0","0.000214832930613601","0.000214832930613601","150:0.0036266813899229755;148:0.002982806416187811","150:68;148:68","150:0.0013837086356702777;148:0.0013781181321446678","0.01123046875","Yes"
"150","178.76953817442237","162.40591004268083","0.0572509765625","0.095458984375","0.01904296875","2584","0.0009464436154409517","36","0.0009464436154409517","0","0.0009464436154409517","0.0009464436154409517","149:0.0036266813899229755;151:0.0036899079016541603","149:68;151:68","149:0.0013837086356702777;151:0.003337106209725327","0.0572509765625","Yes"
"151","153.91737452441467","76.66400867724218","0.009033203125","0.015380859375","0.002685546875","2584","0.00040623748975983755","36","0.00040623748975983755","0","0.00040623748975983755","0.00040623748975983755","138:0.002943407358025174;152:0.026692328839402896;150:0.0036899079016541603","138:68;152:68;150:68","138:0.002682661981972173;152:0.024777745921285288;150:0.003337106209725327","0.009033203125","Yes"
"152","296.2650434274263","179.87025381983864","0.0374755859375","0.030029296875","0.044921875","2584","0.00020066698885441546","36","0.00020066698885441546","0","0.00020066698885441546","0.00020066698885441546","151:0.026692328839402896;153:0.002851550049191437","151:68;153:68","151:0.024777745921285288;153:0.0030058361997603866","0.0374755859375","Yes"
"153","247.04715971496302","197.4371113933964","0.004150390625","0.00439453125","0.00390625","2584","0.0005325134434598105","36","0.0005325134434598105","0","0.0005325134434598105","0.0005325134434598105","152:0.002851550049191437;154:0.0022460972619667563","152:68;154:68","152:0.0030058361997603866;154:0.0032933418839754536","0.004150390625","Yes"
"154","278.7619263514499","18.636476585773966","0.020751953125","0.033447265625","0.008056640625","2584","0.00038869569219952507","36","0.00038869569219952507","0","0.00038869569219952507","0.00038869569219952507","153:0.0022460972619667563;155:0.002316424189315408","153:68;155:68","153:0.0032933418839754536;155:0.0025224740323321893","0.020751953125","Yes"
"155","342.99984901320124","132.8259099897848","0.0130615234375","0.021240234375","0.0048828125","2584","0.00018974737810535053","36","0.00018974737810535053","0","0.00018974737810535053","0.00018974737810535053","139:0.002113802145618765;154:0.002316424189315408","139:80;154:68","139:0.0017638600656933734;154:0.0025224740323321893","0.0130615234375","Yes"
