"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"78","96.94213037923234","106.60408799001068","0.0283203125","0.02880859375","0.02783203125","1560","0.00023972754557871395","24","0.00023972754557871395","0","0.00023972754557871395","0.00023972754557871395","69:68;89:68","69:0.0022149523010362437;89:0.0029825675303017385","69:0.0016547832468226942;89:0.0034560071826998107","0.0283203125","Yes"
"79","134.85337153457215","38.71846708444433","0.011962890625","0.02001953125","0.00390625","1560","0.0002095047612235131","24","0.0002095047612235131","0","0.0002095047612235131","0.0002095047612235131","93:68;73:68","93:0.003186393062401649;73:0.0027880012448714686","93:0.002307816865894652;73:0.010170005527657261","0.011962890625","Yes"
"80","139.83062218719985","137.3659067132017","0.018798828125","0.0302734375","0.00732421875","1560","0.00027647740052176226","24","0.00027647740052176226","0","0.00027647740052176226","0.00027647740052176226","81:68","81:0.0027755184590319004","81:0.002729657810617153","0.018798828125","Yes"
"81","141.65274141172927","20.140160276562575","0.028076171875","0.03759765625","0.0185546875","1560","0.00022010500051019414","24","0.00022010500051019414","0","0.00022010500051019414","0.00022010500051019414","80:68;82:68;76:68","80:0.0027755184590319004;82:0.0028862742755618176;76:0.0050978235679752515","80:0.002729657810617153;82:0.016632027652844494;76:0.002368279072313101","0.028076171875","Yes"
"82","113.05844662265898","27.089318367133714","0.011962890625","0.0166015625","0.00732421875","1560","0.0005613205519978049","24","0.0005613205519978049","0","0.0005613205519978049","0.0005613205519978049","81:68;83:68","81:0.0028862742755618176;83:0.0026604121179129026","81:0.016632027652844494;83:0.0020472704531727115","0.011962890625","Yes"
"83","240.54507677030438","284.9091098048848","0.228271484375","0.24560546875","0.2109375","1560","0.00021485836293965677","24","0.00021485836293965677","0","0.00021485836293965677","0.00021485836293965677","96:68;82:68;84:68","96:0.0038245604618279694;82:0.0026604121179129026;84:0.002495727451672175","96:0.00312060698785685;82:0.0020472704531727115;84:0.0022446541444445245","0.228271484375","Yes"
"84","115.10806794734016","80.88853638990444","0.0048828125","0.0078125","0.001953125","1560","0.0003035350563927491","24","0.0003035350563927491","0","0.0003035350563927491","0.0003035350563927491","83:68;85:68","83:0.002495727451672175;85:0.0023235878356819284","83:0.0022446541444445245;85:0.002614196164113125","0.0048828125","Yes"
"85","195.40643649724305","38.03810573364037","0.022705078125","0.021484375","0.02392578125","1560","0.00029559892239638665","24","0.00029559892239638665","0","0.00029559892239638665","0.00029559892239638665","77:68;86:68;84:68","77:0.0029996082115484046;86:0.003609242090650139;84:0.0023235878356819284","77:0.0030420500555724816;86:0.0030874094249539463;84:0.002614196164113125","0.022705078125","Yes"
"86","161.76519605926882","105.38962488185614","0.00830078125","0.009765625","0.0068359375","1560","0.0003162831034206596","24","0.0003162831034206596","0","0.0003162831034206596","0.0003162831034206596","85:68;87:68","85:0.003609242090650139;87:0.0026557823360209565","85:0.0030874094249539463;87:0.001704695309183768","0.00830078125","Yes"
"87","119.92361235416823","126.70508846682387","0.07421875","0.08642578125","0.06201171875","1560","0.0002253882874840918","24","0.0002253882874840918","0","0.0002253882874840918","0.0002253882874840918","86:68;88:68;97:68","86:0.0026557823360209565;88:0.002425216894430232;97:0.004615398681169419","86:0.001704695309183768;88:0.0013179045498541708;97:0.0021711394162803876","0.07421875","Yes"
"88","140.16268446438852","193.18597959178393","0.0078125","0.01025390625","0.00537109375","1560","0.00021896118290136866","24","0.00021896118290136866","0","0.00021896118290136866","0.00021896118290136866","87:68;89:68","87:0.002425216894430232;89:0.002233462327337371","87:0.0013179045498541708;89:0.0023582464805569914","0.0078125","Yes"
"89","139.01063089714876","85.48560639977886","0.025390625","0.03076171875","0.02001953125","1560","0.00022586747732392595","24","0.00022586747732392595","0","0.00022586747732392595","0.00022586747732392595","90:68;88:68;78:68","90:0.002415172211720551;88:0.002233462327337371;78:0.0029825675303017385","90:0.00255145936221296;88:0.0023582464805569914;78:0.0034560071826998107","0.025390625","Yes"
"90","129.2283008268087","119.45051532365787","0.005126953125","0.00634765625","0.00390625","1560","0.0004335232145800895","24","0.0004335232145800895","0","0.0004335232145800895","0.0004335232145800895","89:68;91:68","89:0.002415172211720551;91:0.002523886209578663","89:0.00255145936221296;91:0.0021636167269734885","0.005126953125","Yes"
"91","134.1835655426638","22.94594761032196","0.050537109375","0.05615234375","0.044921875","1560","0.00029077739310355555","24","0.00029077739310355555","0","0.00029077739310355555","0.00029077739310355555","98:68;90:68;92:68","98:0.002183596896275536;90:0.002523886209578663;92:0.0024352976245588798","98:0.0018829662498014432;90:0.0021636167269734885;92:0.00264365824492796","0.050537109375","Yes"
"92","71.25091551022369","86.1173355018882","0.00732421875","0.0107421875","0.00390625","1560","0.00047397243286888285","24","0.00047397243286888285","0","0.00047397243286888285","0.00047397243286888285","91:68;93:68","91:0.0024352976245588798;93:0.001867350344446378","91:0.00264365824492796;93:0.0026876497584502612","0.00732421875","Yes"
"93","219.60842534695624","207.98306471388054","0.026123046875","0.03369140625","0.0185546875","1560","0.0002989447069079404","24","0.0002989447069079404","0","0.0002989447069079404","0.0002989447069079404","94:68;79:68;92:68","94:0.0029914244381596955;79:0.003186393062401649;92:0.001867350344446378","94:0.002618235810765729;79:0.002307816865894652;92:0.0026876497584502612","0.026123046875","Yes"
"94","188.4287883931414","74.15404022606458","0.00732421875","0.005859375","0.0087890625","1560","0.00026128522500771644","24","0.00026128522500771644","0","0.00026128522500771644","0.00026128522500771644","93:68;95:68","93:0.0029914244381596955;95:0.002858276029061413","93:0.002618235810765729;95:0.001887571547496053","0.00732421875","Yes"
"95","110.90828051371535","126.17648565792119","0.021484375","0.037109375","0.005859375","1560","0.0010801845514969376","24","0.0010801845514969376","0","0.0010801845514969376","0.0010801845514969376","99:68;94:68","99:0.002767787844185715;94:0.002858276029061413","94:0.001887571547496053","0.021484375","Yes"
"96","125.44523668529354","130.38182737267155","0.009033203125","0.0107421875","0.00732421875","1560","0.00021881160660083937","24","0.00021881160660083937","0","0.00021881160660083937","0.00021881160660083937","83:68;103:68","83:0.0038245604618279694;103:0.009880207700036031","83:0.00312060698785685;103:0.002608995126144237","0.009033203125","Yes"
"97","89.12657970446183","96.90112786475017","0.0126953125","0.0185546875","0.0068359375","1560","0.0004694454918194797","24","0.0004694454918194797","0","0.0004694454918194797","0.0004694454918194797","87:68;107:68","87:0.004615398681169419;107:0.0018153688521894418","87:0.0021711394162803876;107:0.0016790873768911807","0.0126953125","Yes"
"98","99.76461506081537","19.778724024164926","0.010498046875","0.017578125","0.00341796875","1560","0.00021460765920553373","24","0.00021460765920553373","0","0.00021460765920553373","0.00021460765920553373","91:68;111:68","91:0.002183596896275536;111:0.0030718846812502754","91:0.0018829662498014432;111:0.0029282875213586523","0.010498046875","Yes"
"99","160.8089642077877","39.10585887490687","0.033447265625","0.03466796875","0.0322265625","1560","0.0003629174523706731","24","0.0003629174523706731","0","0.0003629174523706731","0.0003629174523706731","115:68;95:68","115:0.0019768931938775325;95:0.002767787844185715","","0.033447265625","Yes"
"100","121.04200160074693","34.79264542758892","0.024658203125","0.0302734375","0.01904296875","1560","0.0007661937631392411","24","0.0007661937631392411","0","0.0007661937631392411","0.0007661937631392411","101:68","101:0.002726345901667815","101:0.003506649247643767","0.024658203125","Yes"
"101","266.3267630170477","207.130750092788","0.065185546875","0.07177734375","0.05859375","1560","0.0002618112171288266","24","0.0002618112171288266","0","0.0002618112171288266","0.0002618112171288266","100:68;116:68;102:68","100:0.002726345901667815;116:0.002178652728467123;102:0.0033257032954370214","100:0.003506649247643767;116:0.0018273922493122763;102:0.002289048188089726","0.065185546875","Yes"
"102","123.64636365724735","87.07419821174109","0.0205078125","0.03369140625","0.00732421875","1560","0.0003143620471208515","24","0.0003143620471208515","0","0.0003143620471208515","0.0003143620471208515","101:68;103:88","101:0.0033257032954370214;103:0.0029149683134522264","101:0.002289048188089726;103:0.002602437241311484","0.0205078125","Yes"
"103","103.95534485367591","119.85655704449943","0.01611328125","0.02490234375","0.00732421875","1560","0.00018893295774771","24","0.00018893295774771","0","0.00018893295774771","0.00018893295774771","104:68;96:68;102:88","104:0.0027064051845321346;96:0.009880207700036031;102:0.0029149683134522264","104:0.002285840176805942;96:0.002608995126144237;102:0.002602437241311484","0.01611328125","Yes"
"104","114.61370323648096","102.258527825593","0.014892578125","0.02294921875","0.0068359375","1560","0.00021702785802928885","24","0.00021702785802928885","0","0.00021702785802928885","0.00021702785802928885","103:68;105:68","103:0.0027064051845321346;105:0.0024261476056357534","103:0.002285840176805942;105:0.0022229789888343343","0.014892578125","Yes"
"105","217.670771454859","168.72570827467885","0.041259765625","0.04541015625","0.037109375","1560","0.0003645623976427121","24","0.0003645623976427121","0","0.0003645623976427121","0.0003645623976427121","104:68;106:68;117:68","104:0.0024261476056357534;106:0.0018709862354686357;117:0.002099433015892771","104:0.0022229789888343343;106:0.0015131300813852333;117:0.003213568723195337","0.041259765625","Yes"
"106","149.16884992519815","170.7447325337924","0.010009765625","0.0146484375","0.00537109375","1560","0.0002104279332491126","24","0.0002104279332491126","0","0.0002104279332491126","0.0002104279332491126","107:68;105:68","107:0.0019509789419117352;105:0.0018709862354686357","107:0.0037153375798186228;105:0.0015131300813852333","0.010009765625","Yes"
"107","93.85557445742259","23.272567650830414","0.01318359375","0.01904296875","0.00732421875","1560","0.0002556908786412755","24","0.0002556908786412755","0","0.0002556908786412755","0.0002556908786412755","106:68;108:68;97:68","106:0.0019509789419117352;108:0.0018607835028810193;97:0.0018153688521894418","106:0.0037153375798186228;108:0.002028849956994566;97:0.0016790873768911807","0.01318359375","Yes"
"108","142.60573023198043","151.5925242339343","0.0126953125","0.013671875","0.01171875","1560","0.0003472031891840452","24","0.0003472031891840452","0","0.0003472031891840452","0.0003472031891840452","107:68;109:68","107:0.0018607835028810193;109:0.0025328936270817004","107:0.002028849956994566;109:0.0018910184410000086","0.0126953125","Yes"
"109","148.06662168282344","64.0314775600201","0.013916015625","0.01806640625","0.009765625","1560","0.0002696987582570662","24","0.0002696987582570662","0","0.0002696987582570662","0.0002696987582570662","108:68;110:68;118:68","108:0.0025328936270817004;110:0.002299387889344001;118:0.002588577978185763","108:0.0018910184410000086;110:0.0019831714465658457;118:0.0038698668376389855","0.013916015625","Yes"
"110","168.95187176732549","121.77820330230927","0.00537109375","0.0078125","0.0029296875","1560","0.00019936612924718078","24","0.00019936612924718078","0","0.00019936612924718078","0.00019936612924718078","109:68;111:68","109:0.002299387889344001;111:0.0032339051065981006","109:0.0019831714465658457;111:0.0020771690113206565","0.00537109375","Yes"
"111","183.25014667144546","128.34158053732605","0.026123046875","0.041015625","0.01123046875","1560","0.00023080599068223562","24","0.00023080599068223562","0","0.00023080599068223562","0.00023080599068223562","112:68;110:68;98:68","112:0.0024494776605855084;110:0.0032339051065981006;98:0.0030718846812502754","112:0.0027894023198758167;110:0.0020771690113206565;98:0.0029282875213586523","0.026123046875","Yes"
"112","150.25622583686177","125.20556735124187","0.008544921875","0.009765625","0.00732421875","1560","0.00024170414359449312","24","0.00024170414359449312","0","0.00024170414359449312","0.00024170414359449312","111:68;113:68","111:0.0024494776605855084;113:0.0027675768846896764","111:0.0027894023198758167;113:0.0029912321354745863","0.008544921875","Yes"
"113","166.75259446235992","50.601919810311195","0.072021484375","0.0791015625","0.06494140625","1560","0.00019894121679841156","24","0.00019894121679841156","0","0.00019894121679841156","0.00019894121679841156","119:68;112:68;114:68","119:0.003100055045518968;112:0.0027675768846896764;114:0.003859299143066569","119:0.005368557226289206;112:0.0029912321354745863;114:0.0032662545506876584","0.072021484375","Yes"
"114","139.9837542689407","38.69795018651308","0.009521484375","0.00830078125","0.0107421875","1560","0.00030753737584302443","24","0.00030753737584302443","0","0.00030753737584302443","0.00030753737584302443","115:68;113:68","115:0.0029185256597986375;113:0.003859299143066569","115:0.003326961054969463;113:0.0032662545506876584","0.009521484375","Yes"
"115","105.9317768742375","115.5698674860458","0.011474609375","0.02099609375","0.001953125","1560","0.000270342317593318","24","0.000270342317593318","0","0.000270342317593318","0.000270342317593318","99:68;114:68","99:0.0019768931938775325;114:0.0029185256597986375","114:0.003326961054969463","0.011474609375","Yes"
"116","210.48671512852425","205.93714658663825","0.041015625","0.04736328125","0.03466796875","1560","0.00019190081884046804","24","0.00019190081884046804","0","0.00019190081884046804","0.00019190081884046804","101:68;121:68","101:0.002178652728467123;121:0.0017436011311726674","101:0.0018273922493122763;121:0.0019460077260685937","0.041015625","Yes"
"117","149.57548215711208","204.81140696101775","0.024658203125","0.0244140625","0.02490234375","1560","0.0001618942363471798","24","0.0001618942363471798","0","0.0001618942363471798","0.0001618942363471798","105:68;125:68","105:0.002099433015892771;125:0.0021869427926077822","105:0.003213568723195337;125:0.002605386388813191","0.024658203125","Yes"
"118","99.30798544910297","49.11941715504338","0.00927734375","0.0146484375","0.00390625","1560","0.00023046232663865706","24","0.00023046232663865706","0","0.00023046232663865706","0.00023046232663865706","109:68;129:68","109:0.002588577978185763;129:0.002477354371756779","109:0.0038698668376389855;129:0.0023118305699466046","0.00927734375","Yes"
"119","98.56560062750923","153.02731216094512","0.010986328125","0.017578125","0.00439453125","1560","0.00032653209601236715","24","0.00032653209601236715","0","0.00032653209601236715","0.00032653209601236715","113:68;133:68","113:0.003100055045518968;133:0.0034681224448784576","113:0.005368557226289206;133:0.002816324951302962","0.010986328125","Yes"
"120","124.91514804634211","151.9737632289018","0.010498046875","0.0107421875","0.01025390625","1560","0.00022638748375666262","24","0.00022638748375666262","0","0.00022638748375666262","0.00022638748375666262","121:68","121:0.002326559812998924","121:0.001825085720957298","0.010498046875","Yes"
"121","161.3614440116131","133.4395155170084","0.010009765625","0.013671875","0.00634765625","1560","0.00020559449143855437","24","0.00020559449143855437","0","0.00020559449143855437","0.00020559449143855437","120:68;122:68;116:68","120:0.002326559812998924;122:0.003128462915307162;116:0.0017436011311726674","120:0.001825085720957298;122:0.0028255133032212;116:0.0019460077260685937","0.010009765625","Yes"
"122","163.4080933697006","84.81604138719048","0.010986328125","0.017578125","0.00439453125","1560","0.0003427906927530354","24","0.0003427906927530354","0","0.0003427906927530354","0.0003427906927530354","121:68;123:68","121:0.003128462915307162;123:0.002647017405218305","121:0.0028255133032212;123:0.0023085388197724988","0.010986328125","Yes"
"123","151.38262140067476","129.2383903803705","0.010009765625","0.0087890625","0.01123046875","1560","0.00017429568360096746","24","0.00017429568360096746","0","0.00017429568360096746","0.00017429568360096746","136:68;124:68;122:68","136:0.002782495989384237;124:0.002009505553409091;122:0.002647017405218305","136:0.0020720151355540783;124:0.0030354797274873835;122:0.0023085388197724988","0.010009765625","Yes"
"124","98.62229378238712","116.00196471711813","0.00537109375","0.00732421875","0.00341796875","1560","0.0002495331509181402","24","0.0002495331509181402","0","0.0002495331509181402","0.0002495331509181402","123:68;125:68","123:0.002009505553409091;125:0.0020047778075229783","123:0.0030354797274873835;125:0.0025769557268472687","0.00537109375","Yes"
"125","148.7118546182924","56.90845440507279","0.02783203125","0.03759765625","0.01806640625","1560","0.00020276329263097117","24","0.00020276329263097117","0","0.00020276329263097117","0.00020276329263097117","117:68;124:68;126:68","117:0.0021869427926077822;124:0.0020047778075229783;126:0.0032705747698873744","117:0.002605386388813191;124:0.0025769557268472687;126:0.002743933687190947","0.02783203125","Yes"
"126","153.90270795103427","90.43870780283578","0.00830078125","0.01318359375","0.00341796875","1560","0.0005483868189836359","24","0.0005483868189836359","0","0.0005483868189836359","0.0005483868189836359","127:68;125:68","127:0.00263509481818075;125:0.0032705747698873744","127:0.0023237752667654987;125:0.002743933687190947","0.00830078125","Yes"
"127","106.01028649712893","111.6353430740374","0.04150390625","0.05078125","0.0322265625","1560","0.00015397296885888884","24","0.00015397296885888884","0","0.00015397296885888884","0.00015397296885888884","126:68;128:68;137:68","126:0.00263509481818075;128:0.002235141739338087;137:0.002356506514234802","126:0.0023237752667654987;128:0.0016887528619432546;137:0.0014229305253063984","0.04150390625","Yes"
"128","71.05059405406918","42.994673553828385","0.040771484375","0.04931640625","0.0322265625","1560","0.0002389229874040906","24","0.0002389229874040906","0","0.0002389229874040906","0.0002389229874040906","127:68;129:68","127:0.002235141739338087;129:0.0027514816427870736","127:0.0016887528619432546;129:0.002363848371742333","0.040771484375","Yes"
"129","142.88671164099816","113.43883194381702","0.013671875","0.017578125","0.009765625","1560","0.00020681236267252996","24","0.00020681236267252996","0","0.00020681236267252996","0.00020681236267252996","130:68;128:68;118:68","130:0.0033254070514874;128:0.0027514816427870736;118:0.002477354371756779","130:0.00235101072692806;128:0.002363848371742333;118:0.0023118305699466046","0.013671875","Yes"
"130","174.3935847458239","155.38932248445846","0.00830078125","0.013671875","0.0029296875","1560","0.0003806287841974238","24","0.0003806287841974238","0","0.0003806287841974238","0.0003806287841974238","129:68;131:68","129:0.0033254070514874;131:0.0022502729910925667","129:0.00235101072692806;131:0.002137697674160971","0.00830078125","Yes"
"131","170.28942567694847","163.4987544162921","0.095703125","0.1044921875","0.0869140625","1560","0.00012109782543931715","24","0.00012109782543931715","0","0.00012109782543931715","0.00012109782543931715","138:68;130:68;132:68","138:0.0029501858055023256;130:0.0022502729910925667;132:0.0015417766270026112","138:0.002904681934170872;130:0.002137697674160971;132:0.001985675572221013","0.095703125","Yes"
"132","149.36841830776532","202.92395349099561","0.00537109375","0.00732421875","0.00341796875","1560","0.00020075929736877712","24","0.00020075929736877712","0","0.00020075929736877712","0.00020075929736877712","133:68;131:68","133:0.0028672025558245107;131:0.0015417766270026112","133:0.002331452478319812;131:0.001985675572221013","0.00537109375","Yes"
"133","156.41438138375634","54.21926408247277","0.018798828125","0.02978515625","0.0078125","1560","0.00017071463101543273","24","0.00017071463101543273","0","0.00017071463101543273","0.00017071463101543273","132:68;134:68;119:68","132:0.0028672025558245107;134:0.002071408073263392;119:0.0034681224448784576","132:0.002331452478319812;134:0.002158427397255469;119:0.002816324951302962","0.018798828125","Yes"
"134","122.34162908226915","41.24823210909663","0.007080078125","0.00732421875","0.0068359375","1560","0.0003585185758575135","24","0.0003585185758575135","0","0.0003585185758575135","0.0003585185758575135","133:68;135:68","133:0.002071408073263392;135:0.002112887928746976","133:0.002158427397255469;135:0.0023579773203709353","0.007080078125","Yes"
"135","146.8838327526997","103.87029249482079","0.05615234375","0.07275390625","0.03955078125","1560","0.0010592765337991386","24","0.0010592765337991386","0","0.0010592765337991386","0.0010592765337991386","134:68;139:68","134:0.002112887928746976;139:0.0038598842074226147","134:0.0023579773203709353;139:0.003903344718162005","0.05615234375","Yes"
"136","145.2527272925072","128.42708143357405","0.007568359375","0.0146484375","0.00048828125","1560","0.00022687481713807138","24","0.00022687481713807138","0","0.00022687481713807138","0.00022687481713807138","123:68;143:68","123:0.002782495989384237;143:0.0020602718058935487","123:0.0020720151355540783;143:0.0017481229027584977","0.007568359375","Yes"
"137","162.2302013820008","149.83445302163483","0.007568359375","0.01123046875","0.00390625","1560","0.00024813790506110923","24","0.00024813790506110923","0","0.00024813790506110923","0.00024813790506110923","147:68;127:68","147:0.0037015302559544605;127:0.002356506514234802","147:0.002364571273908378;127:0.0014229305253063984","0.007568359375","Yes"
"138","92.18412243384998","142.14117769712968","0.012451171875","0.0185546875","0.00634765625","1560","0.00021604473815482116","24","0.00021604473815482116","0","0.00021604473815482116","0.00021604473815482116","151:68;131:68","151:0.0029046983487100164;131:0.0029501858055023256","151:0.002261442409504655;131:0.002904681934170872","0.012451171875","Yes"
"139","104.26396127312731","31.603936379572374","0.01513671875","0.02734375","0.0029296875","1560","0.00039066421306875154","24","0.00039066421306875154","0","0.00039066421306875154","0.00039066421306875154","155:68;135:68","155:0.003127508385026012;135:0.0038598842074226147","155:0.002485352512068495;135:0.003903344718162005","0.01513671875","Yes"
"140","96.9653441543847","162.70851111353502","0.032470703125","0.0439453125","0.02099609375","1560","0.00020974874926002053","24","0.00020974874926002053","0","0.00020974874926002053","0.00020974874926002053","141:68","141:0.0016640309239169537","141:0.0020048271222223024","0.032470703125","Yes"
"141","165.54819929014533","111.09162453076169","0.010009765625","0.0166015625","0.00341796875","1560","0.00019383040740692575","24","0.00019383040740692575","0","0.00019383040740692575","0.00019383040740692575","140:68;142:68","140:0.0016640309239169537;142:0.0024508664212809506","140:0.0020048271222223024;142:0.002279621020339212","0.010009765625","Yes"
"142","221.49289054322097","255.49101249159472","0.009521484375","0.015625","0.00341796875","1560","0.000200423409026609","24","0.000200423409026609","0","0.000200423409026609","0.000200423409026609","143:68;141:68","143:0.002075799952329732;141:0.0024508664212809506","143:0.0018313530037681047;141:0.002279621020339212","0.009521484375","Yes"
"143","146.69029455749566","119.9354237144497","0.006591796875","0.0107421875","0.00244140625","1560","0.00017573100686556222","24","0.00017573100686556222","0","0.00017573100686556222","0.00017573100686556222","142:68;144:68;136:68","142:0.002075799952329732;144:0.002216241195839297;136:0.0020602718058935487","142:0.0018313530037681047;144:0.0025694322693006477;136:0.0017481229027584977","0.006591796875","Yes"
"144","187.34833932018475","223.27583981768115","0.0068359375","0.00927734375","0.00439453125","1560","0.00023043820910993566","24","0.00023043820910993566","0","0.00023043820910993566","0.00023043820910993566","145:68;143:68","145:0.0021046269496325376;143:0.002216241195839297","145:0.0016388043430264065;143:0.0025694322693006477","0.0068359375","Yes"
"145","176.36002529366687","149.22928146754134","0.03271484375","0.04296875","0.0224609375","1560","0.0001132403781309852","24","0.0001132403781309852","0","0.0001132403781309852","0.0001132403781309852","144:68;146:68","144:0.0021046269496325376;146:0.003845110584884126","144:0.0016388043430264065;146:0.0016887841969654982","0.03271484375","Yes"
"146","186.15067539262083","33.44838797533846","0.0107421875","0.0146484375","0.0068359375","1560","0.0002215662185081416","24","0.0002215662185081416","0","0.0002215662185081416","0.0002215662185081416","145:68;147:88","145:0.003845110584884126;147:0.006790519210684215","145:0.0016887841969654982;147:0.0024022121410390007","0.0107421875","Yes"
"147","171.48460589217888","144.90305227724517","0.01025390625","0.0185546875","0.001953125","1560","0.000331299315165998","24","0.000331299315165998","0","0.000331299315165998","0.000331299315165998","148:68;137:68;146:88","148:0.0034352976695223025;137:0.0037015302559544605;146:0.006790519210684215","148:0.002752027681643704;137:0.002364571273908378;146:0.0024022121410390007","0.01025390625","Yes"
"148","144.02646827340504","164.8697741249998","0.007568359375","0.01416015625","0.0009765625","1560","0.000405874326929816","24","0.000405874326929816","0","0.000405874326929816","0.000405874326929816","147:68;149:68","147:0.0034352976695223025;149:0.032560753740308895","147:0.002752027681643704;149:0.009206484865359188","0.007568359375","Yes"
"149","46.486748064386944","3.788828883737869","0.085693359375","0.08984375","0.08154296875","1560","0.00225093323111417","24","0.00225093323111417","0","0.00225093323111417","0.00225093323111417","150:68;148:68","150:0.04766392136295183;148:0.032560753740308895","150:0.01025019716311587;148:0.009206484865359188","0.085693359375","Yes"
"150","160.03391854850508","7.032377346465838","0.00732421875","0.0107421875","0.00390625","1560","0.0007093465836125997","24","0.0007093465836125997","0","0.0007093465836125997","0.0007093465836125997","149:68;151:68","149:0.04766392136295183;151:0.006924884703068818","149:0.01025019716311587;151:0.007611289344814559","0.00732421875","Yes"
"151","81.06770759219523","94.2010283216938","0.009033203125","0.01220703125","0.005859375","1560","0.00021771706829252902","24","0.00021771706829252902","0","0.00021771706829252902","0.00021771706829252902","138:68;152:68;150:68","138:0.0029046983487100164;152:0.0021035600103992413;150:0.006924884703068818","138:0.002261442409504655;152:0.0022980144020369464;150:0.007611289344814559","0.009033203125","Yes"
"152","156.64397691165482","220.81769448256225","0.010498046875","0.01708984375","0.00390625","1560","0.0003157883209173113","24","0.0003157883209173113","0","0.0003157883209173113","0.0003157883209173113","151:68;153:68","151:0.0021035600103992413;153:0.002299484068514296","151:0.0022980144020369464;153:0.0024318118486783558","0.010498046875","Yes"
"153","146.99136387796878","28.579129478846923","0.020751953125","0.025390625","0.01611328125","1560","0.00012148781430418885","24","0.00012148781430418885","0","0.00012148781430418885","0.00012148781430418885","152:68;154:68","152:0.002299484068514296;154:0.0022741584891111943","152:0.0024318118486783558;154:0.0020773507359991283","0.020751953125","Yes"
"154","173.42000835579944","121.98515646850714","0.00537109375","0.0068359375","0.00390625","1560","0.0001969316379174978","24","0.0001969316379174978","0","0.0001969316379174978","0.0001969316379174978","153:68;155:68","153:0.0022741584891111943;155:0.002313345133022726","153:0.0020773507359991283;155:0.00210876478404598","0.00537109375","Yes"
"155","225.80337362185819","16.064274734630878","0.015380859375","0.01806640625","0.0126953125","1560","0.00021596190516509018","24","0.00021596190516509018","0","0.00021596190516509018","0.00021596190516509018","139:68;154:68","139:0.003127508385026012;154:0.002313345133022726","139:0.002485352512068495;154:0.00210876478404598","0.015380859375","Yes"
